RefID,RefCode,RefAuthor,RefYear,Citation
227,Geron2002,Geron,2002,"191. C. Geron, C., A. Guenther, J. Greenberg, H. W. Loescher, D. Clark, and B. Baker, ??Biogenic volatile organic compound emissions from a lowland tropical wet forest in Costa Rica,? Atmospheric environment, 36, 3793-3802, 2002."
396,Geron2006,Geron,2006,"C. Geron, A. Guenther, J. Greenberg, T. Karl and R. Rasmussen. ""Biogenic volatile organic compound emissions from desert vegetation of the southwestern US"", Atmospheric Environment, 2006, 40: 1645-1660."
382,Geron2016,Geron,2016,"Geron, C., Daly, R., Harley, P., Rasmussen, R., Seco, R., Guenther, A., Karl, T., and Gu, L.: Large drought-induced variations in oak leaf volatile organic compound emissions during PINOT NOIR 2012, Chemosphere, 146, 8-21, http://dx.doi.org/10.1016/j.chemosphere.2015.11.086, 2016."
317,Ghirardo2010,Ghirardo,2010,"237. A. Ghirardo, K. Koch, R. Taipale, I. Zimmer, J.-P. Schnitzler, and J. Rinne, ?Determination of de novo and pool emissions of terpenes from four common boreal/alpine trees by 13CO2 labelling and PTR-MS analysis,? Plant, Cell & Environment, 33, 781-792, 2010."
60,Goldan1993,Goldan,1993,"55. P. Goldan, W. Kuster, and F. Fehsenfeld, ""The observation of a C5 alcohol emission in a North American pine forest,"" Geophys. Res. Lett. 20 (11), 1039-1042 (1993)."
92,Goldstein1996,Goldstein,1996,"56. A. H. Goldstein, S. M. Fan, M. L. Goulden, and J. W. Munger, ""Emissions of ethene, propene, and 1-butene by a midlatitude forest,"" Journal of geophysical research 101 (D/4), 9149 (1996)."
131,Goldstein1998,Goldstein,1998,"57. A. Goldstein, M. Goulden, J. W. Munger, S. Wofsy, and C. Geron, ""Seasonal course of isoprene emissions from a midlatitude forest,"" J. Geophys. Res. 103 (D23), 31045-31056 (1998)."
228,Gouinguene2002,Gouinguene,2002,"276. S. P. Gouinguene and T. C. J. Turlings, ""The effects of abiotic factors on induced volatile emissions in corn plants,"" Plant Physiology 129 (3), 1296-1307 (2002)."
434,Graus2013,Graus,2013,"M. Graus, A.S.D. Eller, R. Fall, B. Yuan, Y.L. Qian and P. Westra, ""Biosphere-atmosphere exchange of volatile organic compounds over C4 biofuel crops"", Atmospheric Environment, 2013, 66: 161-168."
391,Gray2003,Gray,2003,"D.W. Gray, M.T. Lerdau. And A.H. Coldstein. ""Influences of temperature history, water stress and needle age on methylbutenol emissions"", Ecology, 84(3): 765-766 (2003)."
23,Greenberg1984,Greenberg,1984," J. P. Greenberg, P. R. Zimmerman, L. Heidt, and W. Pollock, ""Hydrocarbon and carbon monoxide emissions from biomass burning in Brazil,"" Journal of Geophysical Research 89 (D1), 1350-1354 (1984)."
152,Greenberg1999a,Greenberg,1999,"58. J. P. Greenberg, A. Guenther, P. Zimmerman, W. Baugh, C. Geron, K. Davis, D. Helmig, and L. F. Klinger, ""Tethered balloon measurements of biogenic VOCs in the atmospheric boundary layer,"" Atmospheric Environment 33 (6), 855-867 (1999a)."
153,Greenberg1999b,Greenberg,1999,"193. J. P. Greenberg, A. B. Guenther, S. Madronich, W. Baugh, P. Ginoux, A. Druilhet, R. Delmas, and C. Delon, ""Biogenic volatile organic compound emissions in central Africa during the Experiment for the Regional Sources and Sinks of Oxidants (EXPRESSO) biomass burning season,"" J Geophys Res-Atmos 104 (D23), 30659-30671 (1999b)."
242,Greenberg2003,Greenberg,2003,"194. J. P. Greenberg, A. Guenther, P. Harley, L. Otter, E. M. Veenendaal, C. N. Hewitt, A. E. James, and S. M. Owen, ""Eddy flux and leaf-level measurements of biogenic VOC emissions from mopane woodland of Botswana,"" J Geophys Res-Atmos 108 (D13), 8466, doi:10.1029/2002JD002317, (2003)."
248,Greenberg2004,Greenberg,2004,"195. J. P. Greenberg, A. B. Guenther, G. Petron, C. Wiedinmyer, O. Vega, L. V. Gatti, J. Tota, and G. Fisch, ""Biogenic VOC emissions from forested Amazonian landscapes,"" Global Change Biology 10 (5), 651-662 (2004)."
349,Greenberg2012,Greenberg,2012,"6. J. P. Greenberg, D. Asensio, A. Turnipseed, A. B. Guenther, T. Karl, and D. Gochis, ""Contribution of leaf and needle litter to whole ecosystem BVOC fluxes,"" Atmospheric Environment, 59, 302-311, 2012."
31,Gregory1986,Gregory,1986,"G. Gregory, R. Harriss, R. Talbot, R. Rasmussen, M. Garstang, M. Andreae, R. Hinton, E. V. Browell, S. Beck, D. I. Sebacher, M. Khalil, R. Ferek, and S. Harriss, ?Air chemistry over the tropical forest of Guyana,? J. Geophys. Res., 91, 8603-8612, 1986."
52,Guenther1991,Guenther,1991,"59. A. B. Guenther, R. K. Monson, and R. Fall, ""Isoprene and Monoterpene Emission Rate Variability - Observations with Eucalyptus and Emission Rate Algorithm Development,"" J Geophys Res-Atmos 96 (D6), 10799-10808 (1991)."
61,Guenther1993,Guenther,1993,"60. A. B. Guenther, P. R. Zimmerman, P. C. Harley, R. K. Monson, and R. Fall, ""Isoprene and Monoterpene Emission Rate Variability - Model Evaluations and Sensitivity Analyses,"" J Geophys Res-Atmos 98 (D7), 12609-12617 (1993)."
70,Guenther1994,Guenther,1994,"Guenther, A., P. Zimmerman and M. Wildermuth (1994). ""Natural Volatile Organic-Compound Emission Rate Estimates for United-States Woodland Landscapes."" Atmospheric Environment 28(6): 1197-1210."
93,Guenther1996a,Guenther,1996,"62. A. Guenther, J. Greenberg, P. Harley, D. Helmig, L. Klinger, L. Vierling, P. Zimmerman, and C. Geron, ""Leaf, branch, stand and landscape scale measurements of volatile organic compound fluxes from US woodlands,"" Tree Physiology 16 (1-2), 17-24 (1996a)."
94,Guenther1996b,Guenther,1996,"63. A. Guenther, P. Zimmerman, L. Klinger, J. Greenberg, C. Ennis, K. Davis, W. Pollock, H. Westberg, G. Allwine, and C. Geron, ""Estimates of regional natural volatile organic compound fluxes from enclosure and ambient measurements,"" J Geophys Res-Atmos 101 (D1), 1345-1359 (1996b)."
95,Guenther1996c,Guenther,1996,"64. A. Guenther, W. Baugh, K. Davis, G. Hampton, P. Harley, L. Klinger, L. Vierling, P. Zimmerman, E. Allwine, S. Dilts, B. Lamb, H. Westberg, D. Baldocchi, C. Geron, and T. Pierce, ""Isoprene fluxes measured by enclosure, relaxed eddy accumulation, surface layer gradient, mixed layer gradient, and mixed layer mass balance techniques,"" J Geophys Res-Atmos 101 (D13), 18555-18567 (1996c)."
96,Guenther1996d,Guenther,1996,"197. A. Guenther, L. Otter, P. Zimmerman, J. Greenberg, R. Scholes, and M. Scholes, ""Biogenic hydrocarbon emissions from southern African savannas,"" J Geophys Res-Atmos 101 (D20), 25859-25865 (1996d)."
132,Guenther1998,Guenther,1998,"61. A. B. Guenther and A. J. Hills, ""Eddy covariance measurement of isoprene fluxes,"" Journal of geophysical research 103 (D11), 13145-13152 (1998)."
154,Guenther1999a,Guenther,1999,"Guenther, A., B. Baugh, G. Brasseur, J. Greenberg, P. Harley, L. Klinger, D. Serca and L. Vierling (1999). ""Isoprene emission estimates and uncertainties for the Central African EXPRESSO study domain."" Journal of Geophysical Research-Atmospheres 104(D23): 30625-30639."
155,Guenther1999b,Guenther,1999,"65. A. Guenther, S. Archer, J. Greenberg, P. Harley, D. Helmig, L. Klinger, L. Vierling, M. Wildermuth, P. Zimmerman, and S. Zitzer, ""Biogenic hydrocarbon emissions and landcover/climate change in a subtropical savanna,"" Phys Chem Earth Pt B 24 (6), 659-667 (1999)."
390,Guenther2012,Guenther,2012,"Guenther, A. B., Jiang, X., Heald, C. L., Sakulyanontvittaya, T., Duhl, T., Emmons, L. K., and Wang, X.: The Model of Emissions of Gases and Aerosols from Nature version 2.1 (MEGAN2.1): an extended and updated framework for modeling biogenic emissions, Geosci. Model Dev., 5, 1471-1492, 10.5194/gmd-5-1471-2012, 2012."
1,Guenther2019a,Guenther,2019,summary of 20th century data
0,Guenther2019b,Guenther,2019,default values
461,Guenther2019c,Guenther,2019,SOAS and other data
440,Guo2012,Guo,2012,"X. Guo. ""The research on release regularities of biogenic volatile organic compounds from the typical plants in Yunnan"". Kuoming University of Science and Technology, 2012. ; http://cdmd.cnki.com.cn/Article/CDMD-10674-1012430399.htm"
446,Guo2013,Guo,2013,"P.P. Guo, ""Studies on trees distribution patterns and functions along urban-rural gradients"", Zhejiang University, 2013.; http://cdmd.cnki.com.cn/Article/CDMD-10335-1014377839.htm"
269,Haapanala2006,Haapanala,2006,"238. S. Haapanala, J. Rinne, K. H. Pystynen, H. Hellen, H. Hakola, and T. Riutta, ""Measurements of hydrocarbon emissions from a boreal fen using the REA technique,"" Biogeosciences 3 (1), 103-112 (2006)."
133,Hakola1998,Hakola,1998,"239. H. Hakola, J. Rinne, and T. Laurila, ""The hydrocarbon emission rates of tea-leafed willow (Salix phylicifolia), silver birch (Betula pendula) and European aspen (Populus tremula),"" Atmospheric Environment 32 (10), 1825-1833 (1998)."
176,Hakola2000,Hakola,2000,"240. H. Hakola, T. Laurila, J. Rinne, and K. Puhto, ?The ambient concentrations of biogenic hydrocarbons at a northern European, boreal site, ? Atmospheric environment, 34, 4971-4982, 2000."
201,Hakola2001,Hakola,2001,"241. H. Hakola, T. Laurila, V. Lindfors, H. Hellen, A. Gaman, and J. Rinne, ""Variation of the VOC emission rates of birch species during the growing season,"" Boreal Environment Research 6 (3), 237-249 (2001)."
270,Hakola2006,Hakola,2006,"242. H. Hakola, V. Tarvainen, J. Back, H. Ranta, B. Bonn, J. Rinne, and M. Kulmala, ""Seasonal variation of mono- and sesquiterpene emission rates of Scots pine,"" Biogeosciences 3 (1), 93-101 (2006)."
110,Hansen1997,Hansen,1997,"Hansen, U., J. Van Eijk, N. Bertin, M. Staudt, D. Kotzias, G. Seufert, J. L. Fugit, L. Torres, A. Cecinato, E. Brancaleoni, P. Ciccioli and T. Bomboi (1997). ""Biogenic emissions and CO2 gas exchange investigated on four Mediterranean shrubs."" Atmospheric Environment 31: 157-166."
156,Hansen1999a,Hansen,1999,"Hansen, U. and G. Seufert (1999). ""Terpenoid emission from Citrus sinensis (L.) OSBECK under drought stress."" Physics and Chemistry of the Earth Part B-Hydrology Oceans and Atmosphere 24(6): 681-687."
157,Hanson1999b,Hanson,1999,"243. D. T. Hanson, S. Swanson, L. E. Graham, and T. D. Sharkey, ""Evolutionary significance of isoprene emission from mosses,"" Am J Bot 86 (5), 634-639 (1999)."
202,Hanson2001a,Hanson,2001,"Hanson, D. T. and T. D. Sharkey (2001). ""Effect of growth conditions on isoprene emission and other thermotolerance-enhancing compounds."" Plant Cell and Environment 24(9): 929-936."
203,Hanson2001b,Hanson,2001,"Hanson, D. T. and T. D. Sharkey (2001). ""Rate of acclimation of the capacity for isoprene emission in response to light and temperature."" Plant Cell and Environment 24(9): 937-946."
71,Harley1994,Harley,1994,"Harley, P. C., M. E. Litvak, T. D. Sharkey and R. K. Monson (1994). ""Isoprene Emission from Velvet Bean-Leaves - Interactions among Nitrogen Availability, Growth Photon Flux-Density, and Leaf Development."" Plant Physiology 105(1): 279-285."
97,Harley1996a,Harley,1996,"66. P. Harley, A. Guenther, and P. Zimmerman, ""Effects of light, temperature and canopy position on net photosynthesis and isoprene emission from sweetgum (Liquidambar styraciflua) leaves,"" Tree Physiology 16 (1-2), 25-32 (1996)."
98,Harley1996b,Harley,1996,"Harley P; Deem G; Flint S; Caldwell M. Effects of growth under elevated UV-B on photosynthesis and isoprene emission in Quercus gambelii and Mucuna pruriens, GLOBAL CHANGE BIOLOGY, 2:149-154."
111,Harley1997,Harley,1997,"67. P. Harley, A. Guenther, and P. Zimmerman, ""Environmental controls over isoprene emission in deciduous oak canopies,"" Tree Physiology 17 (11), 705-714 (1997)."
134,Harley1998,Harley,1998,"68. P. Harley, V. Fridd-Stroud, J. Greenberg, A. Guenther, and P. Vasconcellos, ""Emission of 2-methyl-3-buten-2-ol by pines: A potentially large natural source of reactive carbon to the atmosphere,"" J Geophys Res-Atmos 103 (D19), 25479-25486 (1998)."
243,Harley2003,Harley,2003,"69. P. Harley, L. Otter, A. Guenther, and J. Greenberg, ""Micrometeorological and leaf-level measurements of isoprene emissions from a southern African savanna,"" J Geophys Res-Atmos 108 (D13), 8468, doi:10.1029/2002JD002592, (2003)."
249,Harley2004,Harley,2004,"198. P. Harley, P. Vasconcellos, L. Vierling, C. C. D. Pinheiro, J. Greenberg, A. Guenther, L. Klinger, S. S. De Almeida, D. Neill, T. Baker, O. Phillips, and Y. Malhi, ""Variation in potential for isoprene emissions among Neotropical forest sites,"" Global Change Biology 10 (5), 630-650 (2004)."
280,Harley2007,Harley,2007,"70. P. Harley, J. Greenberg, U. Niinemets, and A. Guenther, ""Environmental controls over methanol emission from leaves,"" Biogeosciences 4 (6), 1083-1099 (2007)."
460,Harley2019,Harley,2019,SOAS data
204,Harrison2001a,Harrison,2001,"71. D. Harrison, M. C. Hunter, A. C. Lewis, P. W. Seakins, T. V. Nunes, and C. A. Pio, ""Isoprene and monoterpene emission from the coniferous species Abies Borisii-regis - implications for regional air chemistry in Greece,"" Atmospheric Environment 35 (27), 4687-4698 (2001)."
205,Harrison2001b,Harrison,2001,"Harrison, D., M. C. Hunter, A. C. Lewis, P. W. Seakins, B. Bonsang, V. Gros, M. Kanakidou, M. Touaty, I. Kavouras, N. Mihalopoulos, E. Stephanou, C. Alves, T. Nunes and C. Pio (2001). ""Ambient isoprene and monoterpene concentrations in a Greek fir (Abies Borisii-regis) forest. Reconciliation with emissions measurements and effects on measured OH concentrations."" Atmospheric Environment 35(27): 4699-4711."
206,Hayward2001,Hayward,2001,"Hayward, S., R. J. Muncey, A. E. James, C. J. Halsall and C. N. Hewitt (2001). ""Monoterpene emissions from soil in a Sitka spruce forest."" Atmospheric Environment 35(24): 4081-4087."
177,He2000a,He,2000,"He, C., F. Murray and T. Lyons (2000). ""Monoterpene and isoprene emissions from 15 Eucalyptus species in Australia."" Atmospheric Environment 34(4): 645-655."
178,He2000b,He,2000,"72. C. He, F. Murray, and T.Lyons, ""Seasonal variations in monoterpene emissions from Eucalyptus species,"" Chemosphere - Global Change Science 2 (1), 65-76 (2000)."
459,He2005,He,2005,"N.P. He, ""Volatile organic compounds emitted from temperate grassland vegetation and its contribution to ecosystem carbon cycles in Xilin River Basin, Inner Mongolia"", Chinese Academy of Sciences, 2005. ; http://cdmd.cnki.com.cn/Article/CDMD-80105-2006044964.htm"
158,Heiden1999,Heiden,1999,"73. A. C. Heiden, T. Hoffmann, J. Kahl, D. Kley, D. Klockow, C. Langebartels, H. Mehlhorn, H. Sandermann, M. Schraudner, G. Schuh, and J. Wildt, ""Emission of volatile organic compounds from ozone-exposed plants,"" Ecological Applications  9 (4), 1160-1167 (1999)."
271,Hellen2006,Hellen,2006,"244. H. Hellen, H. Hakola, K. H. Pystynen, J. Rinne, and S. Haapanala, ""C-2-C-10 hydrocarbon emissions from a boreal wetland and forest floor,"" Biogeosciences 3 (2), 167-174 (2006)."
135,Helmig1998,Helmig,1998,"199. D. Helmig, B. Balsley, K. Davis, L. R. Kuck, M. Jensen, J. Bognar, T. Smith, R. V. Arrieta, R. Rodriguez, and J. W. Birks, ""Vertical profiling and determination of landscape fluxes of biogenic nonmethane hydrocarbons within the planetary boundary layer in the Peruvian Amazon,"" J Geophys Res-Atmos 103 (D19), 25519-25532 (1998)."
159,Helmig1999,Helmig,1999,"74. D. Helmig, L. F. Klinger, A. Guenther, L. Vierling, C. Geron, and P. Zimmerman, ""Biogenic volatile organic compound emissions (BVOCs) I. Identifications from three continental sites in the US,"" Chemosphere 38 (9), 2163-2187 (1999)."
272,Helmig2006,Helmig,2006,"75. D. Helmig, J. Ortega, A. Guenther, J. D. Herrick, and C. Geron, ""Sesquiterpene emissions from loblolly pine and their potential contribution to biogenic aerosol formation in the Southeastern US,"" Atmospheric Environment 40 (22), 4150-4157 (2006)."
281,Helmig2007,Helmig,2007,"76. D. Helmig, J. Ortega, T. Duhl, D. Tanner, A. Guenther, P. Harley, C. Wiedinmyer, J. Milford, and T. Sakulyanontvittaya, ""Sesquiterpene emissions from pine trees - Identifications, emission rates and flux estimates for the contiguous United States,"" Environmental Science & Technology 41 (5), 1545-1553 (2007)."
403,Helmig2013,Helmig,2013,"D. Helmig, R.W. Daly, J. Milford and A. Guenther, ""Seasonal trends of biogenic terpene emissions"", Chemosphere, 2013, 93(1): 35-46."
45,Hewitt1990,Hewitt,1990,"278. C. N. Hewitt, R. K. Monson, and R. Fall, ""Isoprene Emissions from the Grass Arundo-Donax L Are Not Linked to Photorespiration,"" Plant Sci 66 (2), 139-144 (1990)."
57,Hewitt1992,Hewitt,1992,"Hewitt, C. N. and R. A. Street (1992). ""A Qualitative Assessment of the Emission of Nonmethane Hydrocarbon Compounds from the Biosphere to the Atmosphere in the Uk - Present Knowledge and Uncertainties."" Atmospheric Environment Part a-General Topics 26(17): 3069-3077."
10,Holdren1979,Holdren,1979,"M.W. Holdren, H.H. Westberg, and P.R. Zimmerman, ""Analysis of monoterpene hydrocarbons in rural atmospheres,"" JGR 84 (C8), 5083-5088 (1979)."
318,Holst2010,Holst,2010,"245. T. Holst, A. Arneth, S. Hayward, A. Ekberg, M. Mastepanov, M. Jackowicz-Korczynski, T. Friborg, P. M. Crill, and K. BÑckstrand, ""BVOC ecosystem flux measurements at a high latitude wetland site,"" Atmos. Chem. Phys. 10 (4), 1617-1634 (2010)."
179,Holzinger2000,Holzinger,2000,"Holzinger, R., L. Sandoval-Soto, S. Rottenberger, P. J. Crutzen and J. Kesselmeier (2000). ""Emissions of volatile organic compounds from Quercus ilex L. measured by Proton Transfer Reaction Mass Spectrometry under different environmental conditions."" Journal of Geophysical Research-Atmospheres 105(D16): 20573-20579."
229,Holzinger2002,Holzinger,2002,"200. R. Holzinger, E. Sanhueza, R. von Kuhlmann, B. Kleiss, L. Donoso, and P. J. Crutzen, ""Diurnal cycles and seasonal variation of isoprene and its oxidation products in the tropical savanna atmosphere,"" Global Biogeochemical Cycles 16 (4), (2002)."
273,Holzinger2006,Holzinger,2006,"78. R. Holzinger, A. Lee, M. McKay, and A. H. Goldstein, ""Seasonal variability of monoterpene emission factors for a ponderosa pine plantation in California,"" Atmos. Chem. Phys. 6 (5), 1267-1274 (2006)."
274,Holzke2006,Holzke,2006,"79. C. Holzke, T. Dindorf, J. Kesselmeier, U. Kuhn, and R. Koppmann, ""Terpene emissions from European beech (Fagus sylvatica L.): Pattern and emission behaviour over two vegetation periods,"" Journal of Atmospheric Chemistry 55 (1), 81-102 (2006)."
19,Hov1983,Hov,1983,"O. Hov, J. Schjoldager, and B. M. Wathne, ""Measurement and Modeling of the Concentrations of Terpenes in Coniferous Forest Air,"" J Geophys Res-Oc Atm 88 (NC15), 679-688 (1983)."
333,Huang2011a,Huang,2011,"80. A. Huang, N. Li, A. Guenther, J. Greenberg, B. Baker, M. Graessli, and J. Bai, ""Investigation on emission properties of biogenic VOCs of landscape plants in Shenzhen,"" Chinese Journal of Environmental Science 32 (12), 3555-3559 (2011)."
445,Huang2011b,Huang,2011,"A.K. Huang, N. Li, A. Guenther, J. Greenberg, B. Baker, M. Graessli and J.H. Bai.""Investigation on Emission properties of biogenic VOCs of landscape plants in Shenzhen"", Environmental Science, 2011,32(12): 3555-3559.; http://www.cnki.com.cn/Article/CJFDTotal-HJKZ201112017.htm"
411,Huang2016,Huang,2016,"J. Huang, J.M. Mo, X.K. Lu, M.H. Zheng, G.Y. Zhou and H.P. Xia.""The Effect of Simulated Nitrogen Deposition on the Emission of Carbonyl Compounds from Ormosia pinnata and Cinnamomum burmannii"", Expert Opinion on Environmental Biology, 2016."
160,Isebrands1999,Isebrands,1999,"81. J. G. Isebrands, A. B. Guenther, P. Harley, D. Helmig, L. Klinger, L. Vierling, P. Zimmerman, and C. Geron, ""Volatile organic compound emission rates from mixed deciduous and coniferous forests in Northern Wisconsin, USA,"" Atmospheric environment 33 (16), 2527-2536 (1999)."
28,Isidorov1985,Isidorov,1985,"V. A. Isidorov, I. G. Zenkevich, and B. V. Ioffe, ""Volatile Organic-Compounds in the Atmosphere of Forests,"" Atmospheric Environment 19 (1), 1-8 (1985)."
58,Janson1992,Janson,1992,"247. R. Janson, ""Monoterpene Concentrations in and above a Forest of Scots Pine,"" Journal of Atmospheric Chemistry 14 (1-4), 385-394 (1992)."
62,Janson1993,Janson,1993,"Janson, R. W. (1993). ""Monoterpene Emissions from Scots Pine and Norwegian Spruce."" Journal of Geophysical Research-Atmospheres 98(D2): 2839-2850."
136,Janson1998,Janson,1998,"248. R. Janson and C. De Serves, ""Isoprene emissions from boreal wetlands in Scandinavia,"" Journal of geophysical research 103 (D19), 25 (1998)."
161,Janson1999,Janson,1999,"249. R. Janson, C. De Serves, and R. Romero, ""Emission of isoprene and carbonyl compounds from a boreal forest and wetland in Sweden,"" Agricultural and Forest Meteorology 98-9, 671-681 (1999)."
207,Janson2001,Janson,2001,"Janson, R. and C. de Serves (2001). ""Acetone and monoterpene emissions from the boreal forest in northern Europe."" Atmospheric Environment 35(27): 4629-4637."
292,Jardine2008a,Jardine,2008,"83. K. Jardine, T. Karl, M. Lerdau, P. Harley, A. Guenther, and J. E. Mak, ""Carbon isotope analysis of acetaldehyde emitted from leaves following mechanical stress and anoxia,"" Plant Biology 11 (4), 591-597 (2008a)."
293,Jardine2008b,Jardine,2008,"84. K. Jardine, P. Harley, T. Karl, A. Guenther, M. Lerdau, and J. E. Mak, ""Plant physiological and environmental controls over the exchange of acetaldehyde between forest canopies and the atmosphere,"" Biogeosciences 5 (6), 1559-1572 (2008b)."
319,Jardine2010,Jardine,2010,"85. K. J. Jardine, E. D. Sommer, S. R. Saleska, T. E. Huxman, P. C. Harley, and L. Abrell, ""Gas Phase Measurements of Pyruvic Acid and Its Volatile Metabolites,"" Environmental Science & Technology 44 (7), 2454-2460 (2010)."
360,Jardine2013,Jardine,2013,"Jardine, K. J., K. Meyers, L. Abrell, E. G. Alves, A. M. Yanez Serrano, J. Kesselmeier, T. Karl, A. Guenther, C. Vickers and J. Q. Chambers (2013). ""Emissions of putative isoprene oxidation products from mango branches under abiotic stress."" Journal of Experimental Botany."
425,Jiang2016,Jiang,2016,"Y.F. Jiang, J.Y. Ye, L.L. Veromann and U. Niinemets.""Scaling of photosynthesis and constitutive and induced volatile emissions with severity of leaf infection by rust fungus (Melampsora larici-populina) in Populus balsamifera var. suaveolens"", Tree Physiology, 2016, 36 (7): 856-872."
72,Jobson1994,Jobson,1994,"250. B.T. Jobson, Z. Wu, H. Niki, and L.A. Barrie, ""Seasonal trends of isoprene, C2-C5 alkanes, and acetylene at a remote boreal site in Canada,"" Journal of Geophysical Research 99, 1589-1599 (1994)."
334,Jones2011,Jones,2011,"211. C. E. Jones, J. R. Hopkins, and A. C. Lewis, ""In situ measurements of isoprene and monoterpenes within a south-east Asian tropical rainforest,"" Atmospheric Chemistry and Physics 11 (14), 6971-6984 (2011)."
46,Juuti1990,Juuti,1990,Juuti et al.  Monoterpene emission rate measurements from a Monterey pine
412,Kajos 2013,Kajos ,2013,"M.K. Kajos, H. Hakola, T. Holst, T. Nieminen, V. Tarvainen, T. Maximov, T. Petaja, A. Arneth and J. Rinne. ""Terpenoid emissions from fully grown east Siberian Larix cajanderi trees"", Biogeosciences, 2013, 10: 4705-4719."
366,Kalogridis2014,Kalogridis,2014,"Kalogridis, C., V. Gros, R. Sarda-Esteve, B. Langford, B. Loubet, B. Bonsang, N. Bonnaire, E. Nemitz, A. C. Genard, C. Boissard, C. Fernandez, E. Orme§o, D. BaisnÇe, I. Reiter and J. Lathiäre (2014). ""Concentrations and fluxes of isoprene and oxygenated VOCs at a French Mediterranean oak forest."" Atmos. Chem. Phys. 14(18): 10085-10102."
230,Karl2002,Karl,2002,"86. T. G. Karl, C. Spirig, J. Rinne, C. Stroud, P. Prevost, J. Greenberg, R. Fall, and A. Guenther, ""Virtual disjunct eddy covariance measurements of organic compound fluxes from a subalpine forest using proton transfer reaction mass spectrometry,"" Atmospheric Chemistry and Physics 2, 279-291 (2002)."
244,Karl2003,Karl,2003,"87. T. Karl, A. Guenther, C. Spirig, A. Hansel, and R. Fall, ""Seasonal variation of biogenic VOC emissions above a mixed hardwood forest in northern Michigan,"" Geophysical Research Letters 30 (23), 2186 (2003)."
250,Karl2004,Karl,2004,"201. T. Karl, M. Potosnak, A. Guenther, D. Clark, J. Walker, J. D. Herrick, and C. Geron, ""Exchange processes of volatile organic compounds above a tropical rain forest: Implications for modeling tropospheric chemistry above dense vegetation,"" J Geophys Res-Atmos 109 (D18), doi: 10.1029/2004JD004738, (2004)."
257,Karl2005,Karl,2005,"Karl, T., P. Harley, A. Guenther, R. Rasmussen, B. Baker, K. Jardine and E. Nemitz (2005). ""The bi-directional exchange of oxygenated VOCs between a loblolly pine (Pinus taeda) plantation and the atmosphere."" Atmospheric Chemistry and Physics 5: 3015-3031."
282,Karl2007,Karl,2007,"202. T. Karl, A. Guenther, R. J. Yokelson, J. Greenberg, M. Potosnak, D. R. Blake, and P. Artaxo, ""The tropical forest and fire emissions experiment: Emission, chemistry, and transport of biogenic volatile organic compounds in the lower atmosphere over Amazonia,"" J Geophys Res-Atmos 112 (D18), Doi 10.1029/2007jd008539 (2007)."
208,Karl2008,Karl,2008,"88. T. Karl, A. Guenther, A. Turnipseed, E. G. Patton, and K. Jardine, ""Chemical sensing of plant stress at the ecosystem scale,"" Biogeosciences 5 (5), 1287-1294 (2008)."
306,Karl2009,Karl,2009,"203. T. Karl, A. Guenther, A. Turnipseed, G. Tyndall, P. Artaxo, and S. Martin, ""Rapid formation of isoprene photo-oxidation products observed in Amazonia,"" Atmospheric Chemistry and Physics 9 (20), 7753-7767 (2009b)."
307,Karl2009,Karl,2009,"Karl M, Guenther A, Koble R, Leip A, Seufert G. 2009. A new European plant-specific emission inventory of biogenic volatile organic compounds for use in atmospheric transport models. Biogeosciences 6: 1059?1087"
209,Karlik2001,Karlik,2001,"89. J. F. Karlik and A. M. Winer, ""Measured isoprene emission rates of plants in California landscapes: comparison to estimates from taxonomic relationships,"" Atmospheric Environment 35 (6), 1123-1131 (2001)."
387,Karst2007,Karst,2007,"Karst, A. L., and Lechowicz, M. J.: Are correlations among foliar traits in ferns consistent with those in the seed plants?, New Phytologist, 173, 306-312, 10.1111/j.1469-8137.2006.01914.x, 2007."
162,Keller1999,Keller,1999,"204. M. Keller and M. Lerdau, ""Isoprene emission from tropical forest canopy leaves,"" Global Biogeochemical Cycles 13 (1), 19-29 (1999)."
99,Kempf1996,Kempf,1996,"251. K. Kempf, E. Allwine, H. Westberg, C. Claiborn, and B. Lamb, ""Hydrocarbon emissions from spruce species using environmental chamber and branch enclosure methods,"" Atmospheric Environment 30 (9), 1381-1389 (1996)."
100,Kesselmeier1996,Kesselmeier,1996,"90. J. Kesselmeier, L. Schafer, P. Ciccioli, E. Brancaleoni, A. Cecinato, M. Frattoni, P. Foster, V. Jacob, J. Denis, J. L. Fugit, L. Dutaur, and L. Torres, ""Emission of monoterpenes and isoprene from a Mediterranean oak species Quercus ilex L measured within the BEMA (Biogenic Emissions in the Mediterranean Area) project,"" Atmospheric Environment 30 (10-11), 1841-1850 (1996)."
112,Kesselmeier1997,Kesselmeier,1997,"91. J. Kesselmeier, K. Bode, U. Hofmann, H. Muller, L. Schafer, A. Wolf, P. Ciccioli, E. Brancaleoni, A. Cecinato, M. Frattoni, P. Foster, C. Ferrari, V. Jacob, J. L. Fugit, L. Dutaur, V. Simon, and L. Torres, ""Emission of short chained organic acids, aldehydes and monoterpenes from Quercus ilex L. and Pinus pinea L. in relation to physiological activities, carbon budget and emission algorithms,"" Atmospheric Environment 31, 119-133 (1997)."
