RefID,VegID,CAS,ERuggh,ERnmm2s,J-rating,Position,ClassPlusID,Veg_Description,Approach,platform,Comments,Comments2
Guenther2012,TEOWBtr5526,3,-999,0.256099856,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5527,1,-999,11.27243194,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5527,3,-999,0.254221775,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5528,1,-999,12.03562694,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5528,3,-999,0.25489967,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5529,1,-999,9.418696575,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5529,3,-999,0.255152825,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5530,1,-999,13.19544465,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5530,3,-999,0.254612472,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5531,1,-999,12.18064702,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5531,3,-999,0.254266024,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5532,1,-999,8.608434404,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5532,3,-999,0.254508293,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5533,1,-999,10.11612579,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5533,3,-999,0.254548685,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5534,1,-999,11.73939543,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5534,3,-999,0.254304632,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5535,1,-999,8.93325065,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5535,3,-999,0.254492034,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5536,1,-999,7.983302339,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5536,3,-999,0.254585913,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5537,1,-999,8.459203057,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5537,3,-999,0.255717254,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5538,1,-999,15.49102598,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5538,3,-999,0.254294934,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5539,1,-999,12.14597967,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5539,3,-999,0.255173459,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5540,1,-999,9.300404844,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5540,3,-999,0.25442301,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5541,1,-999,11.37778384,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5541,3,-999,0.254831167,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5542,1,-999,12.7029414,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5542,3,-999,0.254474959,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5543,1,-999,11.59209599,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5543,3,-999,0.254404146,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5544,1,-999,9.475183668,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5544,3,-999,0.256739151,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5545,1,-999,11.84140365,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5545,3,-999,0.254274596,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5546,1,-999,13.4698448,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5546,3,-999,0.254648755,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5547,1,-999,7.363662112,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5547,3,-999,0.25425562,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5548,1,-999,13.53743752,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5548,3,-999,0.254341869,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5549,1,-999,25.43612428,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5549,3,-999,0.083309011,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5550,1,-999,11.66998285,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5550,3,-999,0.255503172,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5551,1,-999,12.93215494,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5551,3,-999,0.255187568,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5552,1,-999,12.54136317,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5552,3,-999,0.254465911,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5553,1,-999,27.28254075,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5553,3,-999,0.083024177,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5554,1,-999,26.92869058,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5554,3,-999,0.083022817,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5555,1,-999,23.1578437,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5555,3,-999,0.083045357,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5556,1,-999,24.08321803,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5556,3,-999,0.083062526,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5557,1,-999,8.597681779,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5557,3,-999,0.254295683,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5558,1,-999,11.41625784,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5558,3,-999,0.254263054,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5559,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5559,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5560,1,-999,15.80444272,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5560,3,-999,0.254509044,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5561,1,-999,14.37829476,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5561,3,-999,0.254461184,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5562,1,-999,13.23962593,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5562,3,-999,0.254321274,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5563,1,-999,13.39076441,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5563,3,-999,0.254025191,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5564,1,-999,12.11081788,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5564,3,-999,0.256490529,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5565,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5565,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5566,1,-999,14.79128828,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5566,3,-999,0.248701607,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5567,1,-999,12.93153477,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5567,3,-999,0.254360592,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5568,1,-999,13.31205305,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5568,3,-999,0.253474158,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5569,1,-999,11.28353832,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5569,3,-999,0.254362052,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5570,1,-999,11.11573181,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5570,3,-999,0.254871499,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5571,1,-999,11.07939531,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5571,3,-999,0.254519952,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5572,1,-999,15.7875587,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5572,3,-999,0.252349751,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5573,1,-999,13.18168704,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5573,3,-999,0.254671713,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5574,1,-999,13.26842931,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5574,3,-999,0.254239931,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5575,1,-999,16.08043461,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5575,3,-999,0.252780539,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5576,1,-999,14.32637635,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5576,3,-999,0.259002263,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5577,1,-999,10.66258764,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5577,3,-999,0.254459907,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5578,1,-999,10.55780927,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5578,3,-999,0.254494294,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5579,1,-999,12.48665871,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5579,3,-999,0.254756493,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5580,1,-999,9.771262418,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5580,3,-999,0.226250593,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5581,1,-999,10.15232129,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5581,3,-999,0.254268703,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5582,1,-999,13.00702736,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5582,3,-999,0.254416405,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5583,1,-999,14.05254773,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5583,3,-999,0.254993783,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5584,1,-999,13.51771183,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5584,3,-999,0.254429446,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5585,1,-999,12.4050606,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5585,3,-999,0.254086155,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5586,1,-999,16.74460354,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5586,3,-999,0.251991173,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5587,1,-999,15.9883065,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5587,3,-999,0.254203716,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5588,1,-999,14.46171985,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5588,3,-999,0.25427568,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5589,1,-999,12.00517214,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5589,3,-999,0.254269287,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5590,1,-999,11.01727304,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5590,3,-999,0.254260688,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5591,1,-999,11.14616693,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5591,3,-999,0.254240663,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5592,1,-999,11.02199566,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5592,3,-999,0.254240827,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5593,1,-999,16.21090497,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5593,3,-999,0.253257466,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5594,1,-999,14.65402462,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5594,3,-999,0.254227158,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5595,1,-999,14.73900323,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5595,3,-999,0.255040036,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5596,1,-999,13.3198462,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5596,3,-999,0.254589707,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5597,1,-999,13.45845534,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5597,3,-999,0.254243008,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5598,1,-999,16.59657898,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5598,3,-999,0.254390529,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5599,1,-999,12.48575802,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5599,3,-999,0.255668764,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5600,1,-999,10.59004797,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5600,3,-999,0.255528806,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5601,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5601,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5602,1,-999,11.82444833,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5602,3,-999,0.255405115,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5603,1,-999,11.06597243,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5603,3,-999,0.254623631,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5604,1,-999,11.70576574,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5604,3,-999,0.254267038,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5605,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5605,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5606,1,-999,12.4692799,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5606,3,-999,0.254554601,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5607,1,-999,14.71244227,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5607,3,-999,0.254390427,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5608,1,-999,16.20804936,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5608,3,-999,0.254324532,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5609,1,-999,14.89716595,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5609,3,-999,0.254624832,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5610,1,-999,14.35754367,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5610,3,-999,0.254918428,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5611,1,-999,11.17281225,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5611,3,-999,0.254290002,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5612,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5612,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5613,1,-999,0.00154064,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5613,3,-999,0.009463978,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5614,1,-999,0.001665405,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5614,3,-999,0.009458178,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5615,1,-999,0.001599592,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5615,3,-999,0.009456264,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5616,1,-999,0.001480568,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5616,3,-999,0.009398942,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5617,1,-999,0.00162443,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5617,3,-999,0.00946202,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5618,1,-999,0.001545831,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5618,3,-999,0.009454517,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5619,1,-999,0.001599559,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5619,3,-999,0.009457244,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5620,1,-999,0.001479255,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5620,3,-999,0.009471274,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5621,1,-999,0.001581006,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5621,3,-999,0.009457441,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5622,1,-999,0.001588392,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5622,3,-999,0.009470876,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5623,1,-999,0.001640963,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5623,3,-999,0.009460811,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5624,1,-999,0.001483912,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5624,3,-999,0.009463646,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5625,1,-999,0.001575375,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5625,3,-999,0.009463119,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5626,1,-999,0.00158832,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5626,3,-999,0.009449668,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5627,1,-999,0.001543746,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5627,3,-999,0.009447669,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5628,1,-999,0.001590465,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5628,3,-999,0.009454869,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5629,1,-999,0.001601181,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5629,3,-999,0.009475668,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5630,1,-999,0.00152281,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5630,3,-999,0.0095544,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5631,1,-999,0.001564236,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5631,3,-999,0.009458893,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5632,1,-999,0.001468918,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5632,3,-999,0.009460909,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5633,1,-999,0.00150254,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5633,3,-999,0.00945857,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5634,1,-999,0.001533712,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5634,3,-999,0.009465634,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5635,1,-999,0.001649996,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5635,3,-999,0.009464466,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5636,1,-999,0.001578276,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5636,3,-999,0.009462858,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5637,1,-999,0.001583829,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5637,3,-999,0.009517518,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5638,1,-999,0.001501422,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5638,3,-999,0.009528987,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5639,1,-999,0.001589003,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5639,3,-999,0.009463724,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5640,1,-999,0.001584297,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5640,3,-999,0.009456955,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5641,1,-999,0.00144023,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5641,3,-999,0.009490999,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5642,1,-999,0.001612444,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5642,3,-999,0.009475601,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5643,1,-999,0.001442632,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5643,3,-999,0.009473654,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5644,1,-999,0.001507529,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5644,3,-999,0.009469984,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5645,1,-999,0.001520789,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5645,3,-999,0.009428746,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5646,1,-999,0.001646556,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5646,3,-999,0.009493744,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5647,1,-999,0.001617887,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5647,3,-999,0.009499566,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5648,1,-999,0.00155247,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5648,3,-999,0.009460925,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5649,1,-999,0.001529109,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5649,3,-999,0.009461051,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5650,1,-999,3.877145599,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5650,3,-999,0.254280169,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5651,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5651,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5652,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5652,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5653,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5653,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5654,1,-999,4.222424935,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5654,3,-999,0.254312262,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5655,1,-999,3.699290115,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5655,3,-999,0.254259605,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5656,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5656,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5657,1,-999,0.01,4,2,1,,Model,Model,MEGAN2.1 values,
Guenther2012,TEOWBtr5657,3,-999,0.01,4,2,3,,Model,Model,MEGAN2.1 values,
