VegID,Veg_Description,Common_Name,genus,Family,GrowthForm,Lifespan,specific type,Comment
14910,Erigeron clokeyi var. pinzliae,Clokey's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14911,Erigeron colomexicanus,running fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14912,Erigeron compactus,cushion daisy,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14913,Erigeron compositus,cutleaf daisy,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14914,Erigeron concinnus,Navajo fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14915,Erigeron concinnus var. concinnus,Navajo fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14916,Erigeron concinnus var. condensatus,Navajo fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14917,Erigeron concinnus var. subglaber,Navajo fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14918,Erigeron consimilis,foothill fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14919,Erigeron corymbosus,longleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14920,Erigeron coulteri,large mountain fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14921,Erigeron cronquistii,Cronquist's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14922,Erigeron cuneifolius,wedgeleaf fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
14923,Erigeron decumbens,Willamette fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14924,Erigeron decumbens var. decumbens,Willamette fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14925,Erigeron decumbens var. robustior,Willamette fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14926,Erigeron disparipilus,white cushion fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14927,Erigeron divergens,spreading fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14928,Erigeron eatonii,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14929,Erigeron eatonii var. eatonii,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14930,Erigeron eatonii var. lavandulus,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14931,Erigeron eatonii var. nevadincola,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14932,Erigeron eatonii var. plantagineus,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14933,Erigeron eatonii var. sonnei,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14934,Erigeron eatonii var. villosus,Eaton's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14935,Erigeron elatior,tall fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14936,Erigeron elatus,swamp boreal-daisy,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14937,Erigeron elegantulus,blue dwarf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14938,Erigeron elmeri,Elmer's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14939,Erigeron engelmannii,Engelmann's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14940,Erigeron engelmannii var. davisii,Davis' fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14941,Erigeron engelmannii var. engelmannii,Engelmann's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14942,Erigeron evermannii,Evermann's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14943,Erigeron eximius,sprucefir fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14944,Erigeron filifolius,threadleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14945,Erigeron filifolius var. filifolius,threadleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14946,Erigeron filifolius var. robustior,threadleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14947,Erigeron flabellifolius,fanleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14948,Erigeron flagellaris,trailing fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14949,Erigeron flettii,Flett's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14950,Erigeron foliosus,leafy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14951,Erigeron foliosus var. confinis,leafy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14952,Erigeron foliosus var. foliosus,leafy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14953,Erigeron foliosus var. franciscensis,Franciscan erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14954,Erigeron foliosus var. hartwegii,Hartweg's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14955,Erigeron foliosus var. mendocinus,Mendocino erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14956,Erigeron formosissimus,beautiful fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14957,Erigeron garrettii,Garrett's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14958,Erigeron gaudinii,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
14959,Erigeron geiseri,Geiser's fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
14960,Erigeron glabellus,streamside fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14961,Erigeron glabellus var. glabellus,streamside fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14962,Erigeron glabellus var. pubescens,streamside fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14963,Erigeron glabratus,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
14964,Erigeron glaucus,seaside fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14965,Erigeron goodrichii,Uinta Mountain fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14966,Erigeron gracilis,quill fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14967,Erigeron grandiflorus,largeflower fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14968,Erigeron grandiflorus ssp. arcticus,largeflower fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14969,Erigeron grandiflorus ssp. grandiflorus,largeflower fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14970,Erigeron heliographis,Heliograph Peak fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14971,Erigeron hessii,Hess' fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14972,Erigeron howellii,Howell's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14973,Erigeron huberi,Huber's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14974,Erigeron hultenii,Hulten's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14975,Erigeron humilis,arctic alpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14976,Erigeron hyperboreus,tundra fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14977,Erigeron hyssopifolius,hyssopleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14978,Erigeron hyssopifolius var. hyssopifolius,hyssopleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14979,Erigeron inornatus,California rayless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14980,Erigeron inornatus var. calidipetris,California rayless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14981,Erigeron inornatus var. inornatus,California rayless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14982,Erigeron inornatus var. keilii,Keil's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14983,Erigeron jamaicensis,Jamaican fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
14984,Erigeron jonesii,Jones' fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14985,Erigeron kachinensis,kachina fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14986,Erigeron karvinskianus,Latin American fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14987,Erigeron kuschei,Chiricahua fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14988,Erigeron lackschewitzii,Lackschewitz's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14989,Erigeron lanatus,woolly fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14990,Erigeron lassenianus,Mt. Lassen fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14991,Erigeron lassenianus var. deficiens,Mt. Lassen fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14992,Erigeron lassenianus var. lassenianus,Mt. Lassen fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
14993,Erigeron latus,broad fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14994,Erigeron leibergii,Leiberg's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14995,Erigeron leiomerus,rockslide yellow fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14996,Erigeron lemmonii,Lemmon's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14997,Erigeron linearis,desert yellow fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14998,Erigeron lobatus,lobed fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
14999,Erigeron lonchophyllus,shortray fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15000,Erigeron maguirei,Maguire's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15001,Erigeron mancus,depauperate fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15002,Erigeron mariposanus,Mariposa erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15003,Erigeron melanocephalus,blackhead fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15004,Erigeron mexiae,Mex's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15005,Erigeron miser,starved fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15006,Erigeron modestus,plains fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15007,Erigeron muirii,Muir's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15008,Erigeron multiceps,Kern River fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15009,Erigeron multiradiatus,Himalayan fleabane,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15010,Erigeron myosotis,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15011,Erigeron nanus,dwarf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15012,Erigeron naudinii,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15013,Erigeron nauseosus,Marysvale fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15014,Erigeron nematophyllus,needleleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15015,Erigeron neomexicanus,New Mexico fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15016,Erigeron ochroleucus,buff fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15017,Erigeron ochroleucus var. ochroleucus,buff fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15018,Erigeron ochroleucus var. scribneri,buff fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15019,Erigeron oreganus,gorge fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15020,Erigeron oreophilus,chaparral fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15021,Erigeron orientalis,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15022,Erigeron ovinus,sheep fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15023,Erigeron oxyodontus,fleabane,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15024,Erigeron oxyphyllus,wand fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15025,Erigeron pallens,pale fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15026,Erigeron parishii,Parish's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15027,Erigeron peregrinus,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15028,Erigeron peregrinus ssp. callianthemus,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15029,Erigeron peregrinus ssp. callianthemus var. callianthemus,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15030,Erigeron peregrinus ssp. callianthemus var. hirsutus,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15031,Erigeron peregrinus ssp. peregrinus,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15032,Erigeron peregrinus ssp. peregrinus var. dawsonii,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15033,Erigeron peregrinus ssp. peregrinus var. peregrinus,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15034,Erigeron peregrinus ssp. peregrinus var. thompsonii,subalpine fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15035,Erigeron petrophilus,rockloving erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15036,Erigeron petrophilus var. petrophilus,rockloving erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15037,Erigeron petrophilus var. sierrensis,Sierra erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15038,Erigeron petrophilus var. viscidulus,rockloving erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15039,Erigeron philadelphicus,Philadelphia fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15040,Erigeron philadelphicus var. philadelphicus,Philadelphia fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15041,Erigeron philadelphicus var. provancheri,Philadelphia fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15042,Erigeron pinnatisectus,featherleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15043,Erigeron piperianus,Piper's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15044,Erigeron piscaticus,Fish Creek fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
15045,Erigeron poliospermus,purple cushion fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15046,Erigeron poliospermus var. cereus,purple cushion fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15047,Erigeron poliospermus var. poliospermus,purple cushion fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15048,Erigeron polymorphus,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15049,Erigeron pringlei,Pringle's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15050,Erigeron procumbens,Corpus Christi fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15051,Erigeron proselyticus,professor's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15052,Erigeron pubescens,hairy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15053,Erigeron pulchellus,robin's plantain,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15054,Erigeron pulchellus var. brauniae,Braun's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15055,Erigeron pulchellus var. pulchellus,robin's plantain,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15056,Erigeron pulchellus var. tolsteadii,Tolstead's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15057,Erigeron pulcherrimus,basin fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15058,Erigeron pumilus,shaggy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15059,Erigeron pumilus ssp. intermedius,shaggy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15060,Erigeron pumilus ssp. intermedius var. gracilior,shaggy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15061,Erigeron pumilus ssp. intermedius var. intermedius,shaggy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15062,Erigeron pumilus ssp. pumilus,shaggy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15063,Erigeron purpuratus,purple fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15064,Erigeron purpuratus var. purpuratus,purple fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15065,Erigeron pygmaeus,pygmy fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15066,Erigeron quercifolius,oakleaf fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
15067,Erigeron radicatus,taproot fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15068,Erigeron reductus,lesser California rayless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15069,Erigeron reductus var. angustatus,lesser California rayless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15070,Erigeron reductus var. reductus,lesser California rayless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15071,Erigeron religiosus,Clear Creek fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
15072,Erigeron rhizomatus,rhizome fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15073,Erigeron roylei,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15074,Erigeron rybius,royal fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15075,Erigeron rydbergii,Rydberg's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15076,Erigeron salishii,Star Peak fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15077,Erigeron salmonensis,Salmon River fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15078,Erigeron sanctarum,saints fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15079,Erigeron saxatilis,rock fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15080,Erigeron sceptrifer,scepterbearing fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
15081,Erigeron scopulinus,Winn Falls fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15082,Erigeron scotteri,,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15083,Erigeron serpentinus,serpentine erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15084,Erigeron simplex,onestem fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15085,Erigeron sionis,Zion fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15086,Erigeron sivinskii,Sivinsk's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15087,Erigeron speciosus,aspen fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15088,Erigeron speciosus var. macranthus,aspen fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15089,Erigeron speciosus var. speciosus,aspen fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15090,Erigeron strigosus,prairie fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15091,Erigeron strigosus var. beyrichii,Beyrich's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15092,Erigeron strigosus var. calcicola,,Erigeron,Asteraceae,Herb,Short,1,Forb
15093,Erigeron strigosus var. dolomiticola,dolomiticola,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15094,Erigeron strigosus var. septentrionalis,prairie fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15095,Erigeron strigosus var. strigosus,prairie fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15096,Erigeron subglaber,hairless fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15097,Erigeron subtrinervis,threenerve fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15098,Erigeron subtrinervis var. conspicuus,threenerve fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15099,Erigeron subtrinervis var. subtrinervis,threenerve fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15100,Erigeron supplex,supple fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15101,Erigeron tenellus,Rio Grande fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
15102,Erigeron tener,slender fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15103,Erigeron tenuis,slenderleaf fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15104,Erigeron thunbergii,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15105,Erigeron thunbergii ssp. glabratus,,Erigeron,Asteraceae,Unknown,Moderate,1,Unknown
15106,Erigeron tweedyi,Tweedy's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15107,Erigeron uintahensis,Uinta fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15108,Erigeron uncialis,lone fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15109,Erigeron uncialis ssp. conjugans,lone fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15110,Erigeron uncialis ssp. uncialis,lone fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15111,Erigeron uniflorus,oneflower fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15112,Erigeron uniflorus ssp. eriocephalus,oneflower fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15113,Erigeron untermannii,Indian Canyon fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15114,Erigeron ursinus,Bear River fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15115,Erigeron utahensis,Utah fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15116,Erigeron utahensis var. sparsifolius,Utah fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15117,Erigeron utahensis var. utahensis,Utah fleabane,Erigeron,Asteraceae,Shrub,Long,1,Subshrub
15118,Erigeron vagus,rambling fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15119,Erigeron velutipes,Chihuahuan fleabane,Erigeron,Asteraceae,Herb,Short,1,Forb
15120,Erigeron vernus,early whitetop fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15121,Erigeron versicolor,changing fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15122,Erigeron vetensis,early bluetop fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15123,Erigeron vreelandii,Vreeland's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15124,Erigeron watsonii,Watson's fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15125,Erigeron wilkenii,Dieter's erigeron,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15126,Erigeron x arthurii,,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15127,Erigeron yukonensis,Yukon fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15128,Erigeron zothecinus,Lake Powell fleabane,Erigeron,Asteraceae,Herb,Moderate,1,Forb
15129,Erinus,,Erinus,Scrophulariaceae,Unknown,Moderate,1,Unknown
15130,Erinus alpinus,alpine balsam,Erinus,Scrophulariaceae,Unknown,Moderate,1,Unknown
15131,Eriobotrya,loquat,Eriobotrya,Rosaceae,Btr,Long,1,Tree
15132,Eriobotrya bengalensis,,Eriobotrya,Rosaceae,Unknown,Unknown,1,Unknown
15133,Eriobotrya japonica,loquat,Eriobotrya,Rosaceae,Btr,Long,1,Tree
15134,Eriocaulon,pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15135,Eriocaulon aquaticum,sevenangle pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15136,Eriocaulon benthamii,Bentham's pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15137,Eriocaulon cinereum,ashy pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15138,Eriocaulon compressum,flattened pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15139,Eriocaulon decangulare,tenangle pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15140,Eriocaulon decangulare var. decangulare,tenangle pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15141,Eriocaulon decangulare var. latifolium,tenangle pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15142,Eriocaulon koernickianum,gulf pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15143,Eriocaulon lineare,narrow pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15144,Eriocaulon longifolium,pipewort,Eriocaulon,Eriocaulaceae,Unknown,Moderate,1,Unknown
15145,Eriocaulon microcephalum,smallhead pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15146,Eriocaulon nigrobracteatum,blackbract pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15147,Eriocaulon parkeri,estuary pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15148,Eriocaulon ravenelii,Ravenel's pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15149,Eriocaulon scariosum,rough pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15150,Eriocaulon texense,Texas pipewort,Eriocaulon,Eriocaulaceae,Herb,Moderate,1,Forb
15151,Eriochloa,cupgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15152,Eriochloa acuminata,tapertip cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15153,Eriochloa acuminata var. acuminata,tapertip cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15154,Eriochloa acuminata var. minor,tapertip cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15155,Eriochloa aristata,bearded cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15156,Eriochloa australiensis,,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15157,Eriochloa contracta,prairie cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15158,Eriochloa crebra,cup grass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15159,Eriochloa fatmensis,tropical cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15160,Eriochloa lemmonii,canyon cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15161,Eriochloa meyeriana,,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15162,Eriochloa michauxii,longleaf cupgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15163,Eriochloa michauxii var. michauxii,longleaf cupgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15164,Eriochloa michauxii var. simpsonii,Simpson's cupgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15165,Eriochloa polystachya,Caribgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15166,Eriochloa pseudoacrotricha,perennial cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15167,Eriochloa punctata,Louisiana cupgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15168,Eriochloa sericea,Texas cupgrass,Eriochloa,Poaceae,Herb,Moderate,1,Graminoid
15169,Eriochloa villosa,hairy cupgrass,Eriochloa,Poaceae,Herb,Short,1,Graminoid
15170,Eriochrysis,moco de pavo,Eriochrysis,Poaceae,Herb,Moderate,1,Graminoid
15171,Eriochrysis cayennensis,moco de pavo,Eriochrysis,Poaceae,Herb,Moderate,1,Graminoid
15172,Eriodictyon,yerba santa,Eriodictyon,Hydrophyllaceae,Shrub,Long,1,Shrub
